Student_ID,Semester,Previous_Exam_Marks,Internal_Test_Marks,Assignment_Score,Quiz_Score,Attendance_Percentage,Class_Participation,Average,Improvement,Predicted_Category,Next_Year_Category
S0870,5,64,54.4,55.8,66.3,72.3,58.7,61.92,-9.6,Average Learner,Average Learner
S0870,6,53.7,48.7,50.3,65.4,65.1,69.3,58.75,-5,Average Learner,Average Learner
S0871,1,67.2,66.7,53.3,53,62.5,58.5,60.2,-0.5,Average Learner,Average Learner
S0871,2,30.8,27.6,32.7,40.6,51.6,48.5,38.63,-3.2,Slow Learner,Slow Learner
S0871,3,21.9,23.4,42,30.4,48.8,36.5,33.83,1.5,Slow Learner,Slow Learner
S0871,4,67,65.5,70.5,48.1,69.2,50.2,61.75,-1.5,Average Learner,Average Learner
S0871,5,51.9,59.7,67.1,65.9,59.1,69.6,62.22,7.8,Average Learner,Average Learner
S0871,6,49.6,70.7,53.8,51.1,51.8,63.3,56.72,21.1,Average Learner,Fast Learner
S0872,1,27.4,51.7,37,20.4,21.4,34.7,32.1,24.3,Slow Learner,Average Learner
S0872,2,32.4,45,43.1,23.9,33.9,39.4,36.28,12.6,Slow Learner,Average Learner
S0872,3,71.5,57,50.2,53.3,57.8,68.2,59.67,-14.5,Average Learner,Average Learner
S0872,4,67.2,67.2,63.4,67.7,65.2,65.2,65.98,0,Average Learner,Average Learner
S0872,5,30.1,35.6,50.1,19.2,47.9,37.5,36.73,5.5,Slow Learner,Average Learner
S0872,6,34.9,35.2,47.2,18.4,48,23.2,34.48,0.3,Slow Learner,Slow Learner
S0873,1,22.7,21.2,39.9,22.2,22.3,33.6,26.98,-1.5,Slow Learner,Slow Learner
S0873,2,24.5,36.3,29.4,25.6,36.9,31.5,30.7,11.8,Slow Learner,Average Learner
S0873,3,60.6,50.6,57.4,46.3,60.3,69,57.37,-10,Average Learner,Average Learner
S0873,4,60.1,65.9,51.9,62.2,56.6,61.7,59.73,5.8,Average Learner,Average Learner
S0873,5,53.7,61.6,63.1,58.4,59.3,50.7,57.8,7.9,Average Learner,Average Learner
S0873,6,59.4,63.6,63.2,50.3,49.7,49.8,56,4.2,Average Learner,Average Learner
S0874,1,57.8,56.9,63.6,62.8,51.6,67.6,60.05,-0.9,Average Learner,Average Learner
S0874,2,62.4,65.2,53.3,69.2,54.7,53,59.63,2.8,Average Learner,Average Learner
S0874,3,53.5,69.3,58.9,61.4,48.7,70.1,60.32,15.8,Average Learner,Fast Learner
S0874,4,57.3,58.9,70.2,56.3,65.9,71.6,63.37,1.6,Average Learner,Average Learner
S0874,5,57.6,65,55,70.6,62.2,62,62.07,7.4,Average Learner,Average Learner
S0874,6,27.8,30.7,25.6,43.2,46.8,27.5,33.6,2.9,Slow Learner,Slow Learner
S0875,1,86.4,79.5,81,71.7,92.6,88.1,83.22,-6.9,Fast Learner,Fast Learner
S0875,2,56.7,64,70.3,64.9,49.9,60.8,61.1,7.3,Average Learner,Average Learner
S0875,3,58.8,60,50.8,67.2,68.7,64,61.58,1.2,Average Learner,Average Learner
S0875,4,59,52.3,72.4,55.1,70.2,69.7,63.12,-6.7,Average Learner,Average Learner
S0875,5,52.9,59.5,58.1,52.2,48.6,62.7,55.67,6.6,Average Learner,Average Learner
S0875,6,71.2,58.8,64.1,70.5,56.9,53.1,62.43,-12.4,Average Learner,Average Learner
S0876,1,84,88.9,72.1,84.8,80,71.6,80.23,4.9,Fast Learner,Fast Learner
S0876,2,82.8,87.1,83.2,79.6,88.4,79.8,83.48,4.3,Fast Learner,Fast Learner
S0876,3,61.3,70.3,60.2,65.1,67.3,70.4,65.77,9,Average Learner,Fast Learner
S0876,4,68.2,57.3,70.2,52.7,52.9,62.8,60.68,-10.9,Average Learner,Average Learner
S0876,5,69.5,77,85.1,73.1,75.2,71.9,75.3,7.5,Fast Learner,Fast Learner
S0876,6,71.3,86.7,72,91.4,99,98.4,86.47,15.4,Fast Learner,Fast Learner
S0877,1,93.9,93.6,92.8,76.5,92.5,74.3,87.27,-0.3,Fast Learner,Fast Learner
S0877,2,71.9,98.5,97.1,88.5,73.8,94.9,87.45,26.6,Fast Learner,Fast Learner
S0877,3,91.2,92.3,75.3,93.4,73.3,87.4,85.48,1.1,Fast Learner,Fast Learner
S0877,4,75.3,94.3,73.2,72.6,71.1,70.3,76.13,19,Fast Learner,Fast Learner
S0877,5,92.2,86.8,87,83.3,88.8,97.4,89.25,-5.4,Fast Learner,Fast Learner
S0877,6,73.2,86.1,93.9,86.1,72.5,94.3,84.35,12.9,Fast Learner,Fast Learner
S0878,1,76,95.3,95.5,82.1,73.9,88.3,85.18,19.3,Fast Learner,Fast Learner
S0878,2,93.2,80.7,76.6,98.3,87.9,74.7,85.23,-12.5,Fast Learner,Fast Learner
S0878,3,86.1,87.4,97.9,82.6,76.4,94.2,87.43,1.3,Fast Learner,Fast Learner
S0878,4,86.9,84,78.7,75.2,91.5,82.5,83.13,-2.9,Fast Learner,Fast Learner
S0878,5,95.2,75.8,81.1,100,81.1,88.4,86.93,-19.4,Fast Learner,Fast Learner
S0878,6,74.6,80,71,85,75.4,84.9,78.48,5.4,Fast Learner,Fast Learner
S0879,1,79.4,85,83.4,86.7,82,84.9,83.57,5.6,Fast Learner,Fast Learner
S0879,2,83.7,92.5,92.2,92.6,84.4,70.8,86.03,8.8,Fast Learner,Fast Learner
S0879,3,50.7,49.2,71,58.9,63.8,67.8,60.23,-1.5,Average Learner,Average Learner
S0879,4,56.3,57.2,63.2,57.6,51.9,48.3,55.75,0.9,Average Learner,Average Learner
S0879,5,66.7,68.4,58.2,55.4,68,50.8,61.25,1.7,Average Learner,Average Learner
S0879,6,73,89.7,81.1,91.7,92.8,86.7,85.83,16.7,Fast Learner,Fast Learner
S0880,1,51.7,38.1,28.3,38.9,46.2,37.2,40.07,-13.6,Slow Learner,Slow Learner
S0880,2,60.2,63.4,57.3,62.4,53.9,60.8,59.67,3.2,Average Learner,Average Learner
S0880,3,60.7,57.1,65.2,54.9,56.4,54.5,58.13,-3.6,Average Learner,Average Learner
S0880,4,60.2,47.6,50.2,49.3,54.1,57,53.07,-12.6,Average Learner,Average Learner
S0880,5,68.2,54.8,55,64.6,68.1,53.9,60.77,-13.4,Average Learner,Average Learner
S0880,6,53.5,58.8,66.2,51.5,67.1,70.8,61.32,5.3,Average Learner,Average Learner
S0881,1,49.5,23.8,23.9,46.3,35.4,47,37.65,-25.7,Slow Learner,Slow Learner
S0881,2,33.2,32.6,50.6,36.6,45.8,40.2,39.83,-0.6,Slow Learner,Slow Learner
S0881,3,46.9,48.6,34.2,46.3,52,44.9,45.48,1.7,Slow Learner,Slow Learner
S0881,4,64.8,49.7,53.7,68.5,70.3,57.3,60.72,-15.1,Average Learner,Average Learner
S0881,5,62.1,56.8,57.2,49.4,71.2,49.4,57.68,-5.3,Average Learner,Average Learner
S0881,6,59.9,62.3,68.1,52.2,50.7,67.2,60.07,2.4,Average Learner,Average Learner
S0882,1,64,57.7,70.6,48.4,57.3,48.6,57.77,-6.3,Average Learner,Average Learner
S0882,2,58.8,52,56.5,53.2,52.1,53.2,54.3,-6.8,Average Learner,Average Learner
S0882,3,44.7,25.1,39.2,28.5,24.1,38,33.27,-19.6,Slow Learner,Slow Learner
S0882,4,40.7,37.6,24.3,27.5,31.4,28.7,31.7,-3.1,Slow Learner,Slow Learner
S0882,5,33.5,37.8,24.1,22.9,34.6,20,28.82,4.3,Slow Learner,Slow Learner
S0882,6,33.3,23,41.5,24.2,36.4,49.8,34.7,-10.3,Slow Learner,Slow Learner
S0883,1,27.8,49.6,40.1,38.4,33.7,29.1,36.45,21.8,Slow Learner,Average Learner
S0883,2,30.7,45.2,21.4,36.1,49,21.4,33.97,14.5,Slow Learner,Average Learner
S0883,3,50.3,29,40.3,37.3,24.1,50.2,38.53,-21.3,Slow Learner,Slow Learner
S0883,4,52.6,46.4,52.4,50,58.3,47.9,51.27,-6.2,Average Learner,Average Learner
S0883,5,50.9,49.5,57.7,68.4,64.6,72.6,60.62,-1.4,Average Learner,Average Learner
S0883,6,66.4,47.5,51.1,60.6,50.9,68.8,57.55,-18.9,Average Learner,Average Learner
S0884,1,65.6,56.5,56.8,71.4,50.9,68.2,61.57,-9.1,Average Learner,Average Learner
S0884,2,47.2,65,48.8,52.7,69.1,54.8,56.27,17.8,Average Learner,Fast Learner
S0884,3,58.3,52.9,63.8,49.2,63.9,47.9,56,-5.4,Average Learner,Average Learner
S0884,4,70.6,93.7,81.6,79.8,72.1,77.5,79.22,23.1,Fast Learner,Fast Learner
S0884,5,69.2,83.4,79.8,91.5,86.6,95.7,84.37,14.2,Fast Learner,Fast Learner
S0884,6,72.2,97.5,73.1,83.2,77,73.2,79.37,25.3,Fast Learner,Fast Learner
S0885,1,71.9,71.5,62.2,53,53.7,60.5,62.13,-0.4,Average Learner,Average Learner
S0885,2,51.1,64.5,48.8,68.5,58.9,73.7,60.92,13.4,Average Learner,Fast Learner
S0885,3,66.9,53.6,52.7,54.5,66.7,61,59.23,-13.3,Average Learner,Average Learner
S0885,4,47.5,52.8,62.8,69.9,64.8,65.8,60.6,5.3,Average Learner,Average Learner
S0885,5,47.1,58.8,56.5,63.7,67.5,49.9,57.25,11.7,Average Learner,Fast Learner
S0885,6,62.1,66,60,64.1,62,55.9,61.68,3.9,Average Learner,Average Learner
S0886,1,22.8,41.7,39,40.2,25,36.5,34.2,18.9,Slow Learner,Average Learner
S0886,2,64.1,57.3,49.6,68.5,61.2,70.6,61.88,-6.8,Average Learner,Average Learner
S0886,3,52.8,54.6,68.6,50.1,55.4,59.2,56.78,1.8,Average Learner,Average Learner
S0886,4,55.7,69.5,68.5,68.2,67.2,50.9,63.33,13.8,Average Learner,Fast Learner
S0886,5,57,49.6,57,63.4,56.5,52.4,55.98,-7.4,Average Learner,Average Learner
S0886,6,60.6,73,52.8,59.6,49.9,56.4,58.72,12.4,Average Learner,Fast Learner
S0887,1,58.4,57.9,50.7,50.8,67.1,57.2,57.02,-0.5,Average Learner,Average Learner
S0887,2,66.8,73.3,71.1,67.3,54.1,50,63.77,6.5,Average Learner,Average Learner
S0887,3,48.2,58.7,55.3,56.1,47.6,67.2,55.52,10.5,Average Learner,Fast Learner
S0887,4,96.7,95.8,91.4,85.9,93.4,84.3,91.25,-0.9,Fast Learner,Fast Learner
S0887,5,88.3,95.9,88,92.5,76.3,71.8,85.47,7.6,Fast Learner,Fast Learner
S0887,6,80.1,77,81.5,100,88.3,86.3,85.53,-3.1,Fast Learner,Fast Learner
S0888,1,23.2,40.2,34.6,21.3,48.9,50.8,36.5,17,Slow Learner,Average Learner
S0888,2,50.9,57.8,69.2,51,61.1,59.3,58.22,6.9,Average Learner,Average Learner
S0888,3,62.9,72.1,69.9,65.3,64.4,69.5,67.35,9.2,Average Learner,Fast Learner
S0888,4,69.8,67.2,67.2,47.6,69.3,62.9,64,-2.6,Average Learner,Average Learner
S0888,5,61.4,62.2,59.2,52.3,56.4,67.8,59.88,0.8,Average Learner,Average Learner
S0888,6,56.8,57.5,60.9,57,55.2,66.4,58.97,0.7,Average Learner,Average Learner
S0889,1,95.6,86.8,77.6,86.4,71.3,95,85.45,-8.8,Fast Learner,Fast Learner
S0889,2,90.8,76.3,88.6,85.2,88.6,96.1,87.6,-14.5,Fast Learner,Fast Learner
S0889,3,81.7,71.6,91.4,77,73.6,75.9,78.53,-10.1,Fast Learner,Fast Learner
S0889,4,97,79.5,71.4,94.5,79.4,87,84.8,-17.5,Fast Learner,Fast Learner
S0889,5,72,88.8,87.6,94.5,79.9,75.2,83,16.8,Fast Learner,Fast Learner
S0889,6,97.5,71.3,87.8,87.2,81.1,87.3,85.37,-26.2,Fast Learner,Fast Learner
S0890,1,93.5,85.8,92.2,85.4,71.8,81.2,84.98,-7.7,Fast Learner,Fast Learner
S0890,2,90.7,99.7,88.1,80.3,70.1,93.2,87.02,9,Fast Learner,Fast Learner
S0890,3,69.4,89.9,74.6,77.6,83.4,87.9,80.47,20.5,Fast Learner,Fast Learner
S0890,4,96.1,71.7,97.5,91.3,75,78.9,85.08,-24.4,Fast Learner,Fast Learner
S0890,5,90.1,95.9,76.8,85.1,98.4,75.9,87.03,5.8,Fast Learner,Fast Learner
S0890,6,91.2,96,96.2,96.8,74.7,75.1,88.33,4.8,Fast Learner,Fast Learner
S0891,1,20.7,33.9,29.1,52,49.5,24.7,34.98,13.2,Slow Learner,Average Learner
S0891,2,57.7,62.1,61.1,66.8,53.9,52,58.93,4.4,Average Learner,Average Learner
S0891,3,49.8,29,42,42.8,42.6,37.3,40.58,-20.8,Slow Learner,Slow Learner
S0891,4,44.5,38,35.1,26.7,48.6,49.3,40.37,-6.5,Slow Learner,Slow Learner
S0891,5,49.7,48,69.7,69,56.7,58.2,58.55,-1.7,Average Learner,Average Learner
S0891,6,69.7,92.1,95.1,81.3,91,74,83.87,22.4,Fast Learner,Fast Learner
S0892,1,48.2,20.5,26.6,28.1,28.4,23.2,29.17,-27.7,Slow Learner,Slow Learner
S0892,2,52.9,68.6,57.8,56.6,59.1,65.2,60.03,15.7,Average Learner,Fast Learner
S0892,3,60.9,59.2,61.6,52.6,60.5,64.4,59.87,-1.7,Average Learner,Average Learner
S0892,4,54.2,59.2,66.4,62.9,59.6,66.2,61.42,5,Average Learner,Average Learner
S0892,5,57,63.9,48,65.7,67.7,60,60.38,6.9,Average Learner,Average Learner
S0892,6,48.8,59.8,65.5,64.6,53.1,73.1,60.82,11,Average Learner,Fast Learner
S0893,1,68.8,59.4,69.6,64.9,49.3,49.6,60.27,-9.4,Average Learner,Average Learner
S0893,2,52.5,47.3,49.7,40.1,42.4,46.4,46.4,-5.2,Slow Learner,Slow Learner
S0893,3,35.6,40.3,20.5,42.6,29.2,25.7,32.32,4.7,Slow Learner,Slow Learner
S0893,4,44.7,27,21.2,19.5,24.3,30.8,27.92,-17.7,Slow Learner,Slow Learner
S0893,5,36.7,30,39,24.5,29.9,42,33.68,-6.7,Slow Learner,Slow Learner
S0893,6,41.9,50.7,49.2,36.1,37.3,30.3,40.92,8.8,Slow Learner,Average Learner
S0894,1,70.3,98.6,97.9,93.2,84.2,79.5,87.28,28.3,Fast Learner,Fast Learner
S0894,2,74.2,85.2,91.8,91.1,92.1,74.7,84.85,11,Fast Learner,Fast Learner
S0894,3,59.2,53.1,47.9,62.3,58.7,67.6,58.13,-6.1,Average Learner,Average Learner
S0894,4,88.5,87.8,88.7,81.9,96.5,71.5,85.82,-0.7,Fast Learner,Fast Learner
S0894,5,78.1,83,95.5,91.8,73.1,86.1,84.6,4.9,Fast Learner,Fast Learner
S0894,6,98,69.8,100,92.4,76.2,91,87.9,-28.2,Fast Learner,Fast Learner
S0895,1,99.5,96.9,83.2,98.8,82.2,73.4,89,-2.6,Fast Learner,Fast Learner
S0895,2,98.5,86.5,79,89.9,81.4,71.6,84.48,-12,Fast Learner,Fast Learner
S0895,3,86.5,69,82.1,81.6,80.1,87.6,81.15,-17.5,Fast Learner,Fast Learner
S0895,4,82.3,94.6,93.2,80.7,97.2,71.9,86.65,12.3,Fast Learner,Fast Learner
S0895,5,78.3,94.1,74.5,71.9,81.3,80.1,80.03,15.8,Fast Learner,Fast Learner
S0895,6,81.6,95.5,93.5,80,92.5,94.1,89.53,13.9,Fast Learner,Fast Learner
S0896,1,26.4,23.1,35.9,41.3,46.2,45.5,36.4,-3.3,Slow Learner,Slow Learner
S0896,2,58.2,69.5,59.4,50.7,56.7,56.6,58.52,11.3,Average Learner,Fast Learner
S0896,3,64.8,50.7,70,57.4,51.6,65.4,59.98,-14.1,Average Learner,Average Learner
S0896,4,70.2,59.5,64.3,57.6,52.3,67.7,61.93,-10.7,Average Learner,Average Learner
S0896,5,48.9,63.6,63.6,63.8,57.3,59.9,59.52,14.7,Average Learner,Fast Learner
S0896,6,54.8,62.6,56.9,49.9,69.8,49,57.17,7.8,Average Learner,Average Learner
S0897,1,65.3,61.9,50.1,68.8,51.1,58.5,59.28,-3.4,Average Learner,Average Learner
S0897,2,61.6,67.2,68.7,53.3,55.3,58.1,60.7,5.6,Average Learner,Average Learner
S0897,3,70.7,81.6,90.9,79.4,88.9,84.3,82.63,10.9,Fast Learner,Fast Learner
S0897,4,91.7,93.1,90.9,91.7,95.7,72.1,89.2,1.4,Fast Learner,Fast Learner
S0897,5,94.6,95.2,95.5,93,70.1,93.6,90.33,0.6,Fast Learner,Fast Learner
S0897,6,86.3,76.6,81.2,94.6,77.2,78.1,82.33,-9.7,Fast Learner,Fast Learner
S0898,1,41.5,38.8,30.5,39.8,26.7,46.7,37.33,-2.7,Slow Learner,Slow Learner
S0898,2,37.4,32,49.3,34.1,43.8,51.1,41.28,-5.4,Slow Learner,Slow Learner
S0898,3,37.4,49.6,47,24.2,32.3,47,39.58,12.2,Slow Learner,Average Learner
S0898,4,53.4,61.4,57.3,48.1,58.6,57.5,56.05,8,Average Learner,Average Learner
S0898,5,58.4,53.1,71.5,57.4,50.9,65.9,59.53,-5.3,Average Learner,Average Learner
S0898,6,59.9,66.9,50.4,56.5,57.5,72.5,60.62,7,Average Learner,Average Learner
S0899,1,88.8,93.2,77,89,89.1,89.6,87.78,4.4,Fast Learner,Fast Learner
S0899,2,74.8,96.8,100,90.9,83.6,88.3,89.07,22,Fast Learner,Fast Learner
S0899,3,59.7,55,50.2,67.1,72.1,58.6,60.45,-4.7,Average Learner,Average Learner
S0899,4,59.3,68.1,64.1,50.1,56.9,52.9,58.57,8.8,Average Learner,Fast Learner
S0899,5,64.3,58.2,68.9,60.8,68.4,65.2,64.3,-6.1,Average Learner,Average Learner
S0899,6,49.6,54.2,65.9,72.6,65.6,71.6,63.25,4.6,Average Learner,Average Learner
S0900,1,89.4,99.7,73.6,91.7,71.7,80.7,84.47,10.3,Fast Learner,Fast Learner
S0900,2,80,84.9,79.2,80.7,97.7,79.4,83.65,4.9,Fast Learner,Fast Learner
S0900,3,83.5,86.6,70.1,88.5,78.5,98.5,84.28,3.1,Fast Learner,Fast Learner
S0900,4,73.4,85.4,76.4,94,69.3,79.4,79.65,12,Fast Learner,Fast Learner
S0900,5,82.4,69.8,76.3,79.6,81.3,71.9,76.88,-12.6,Fast Learner,Fast Learner
S0900,6,60.9,49.6,51.4,68.8,69.9,67.6,61.37,-11.3,Average Learner,Average Learner
S0901,1,69.7,57.4,69.2,57.5,48.9,65.7,61.4,-12.3,Average Learner,Average Learner
S0901,2,80.8,75.1,84.2,79.6,79.5,91.2,81.73,-5.7,Fast Learner,Fast Learner
S0901,3,70.1,65.8,64.7,50.8,59.7,63.4,62.42,-4.3,Average Learner,Average Learner
S0901,4,53.8,66,63.6,55.3,66.9,55.9,60.25,12.2,Average Learner,Fast Learner
S0901,5,25.9,50.8,39.8,46.8,46.4,52.6,43.72,24.9,Slow Learner,Average Learner
S0901,6,51.3,40.4,31.7,38.3,39.6,23.8,37.52,-10.9,Slow Learner,Slow Learner
S0902,1,70.1,66.8,52,62.6,48.5,53.2,58.87,-3.3,Average Learner,Average Learner
S0902,2,49.7,61.9,71.5,50.4,69.1,51.2,58.97,12.2,Average Learner,Fast Learner
S0902,3,49.3,52.2,49.6,46.3,70,52.2,53.27,2.9,Average Learner,Average Learner
S0902,4,60.6,63.2,68.1,62,56.7,69.5,63.35,2.6,Average Learner,Average Learner
S0902,5,47.9,72.1,64,49.7,58.5,56.3,58.08,24.2,Average Learner,Fast Learner
S0902,6,66.2,67.6,60.6,48.9,65.6,57.4,61.05,1.4,Average Learner,Average Learner
S0903,1,27.7,51.8,52,39.4,30.4,47.6,41.48,24.1,Slow Learner,Average Learner
S0903,2,41.7,51.1,33.7,29.9,52.8,47.8,42.83,9.4,Slow Learner,Average Learner
S0903,3,38.3,19.6,38.5,21.1,34.5,23.4,29.23,-18.7,Slow Learner,Slow Learner
S0903,4,22.9,22.2,29.5,26.5,44.6,46.2,31.98,-0.7,Slow Learner,Slow Learner
S0903,5,46.2,30.8,34.4,49.4,42,42.6,40.9,-15.4,Slow Learner,Slow Learner
S0903,6,37.5,35.1,22.1,43.3,18.5,34.7,31.87,-2.4,Slow Learner,Slow Learner
S0904,1,72.2,83.1,91.3,87.4,77.3,94.5,84.3,10.9,Fast Learner,Fast Learner
S0904,2,90.3,88.4,96,83.4,95.7,76,88.3,-1.9,Fast Learner,Fast Learner
S0904,3,76.3,97.8,82.2,78,86,94.7,85.83,21.5,Fast Learner,Fast Learner
S0904,4,85.3,72.4,77.9,80.2,79.1,77,78.65,-12.9,Fast Learner,Fast Learner
S0904,5,82.3,86.1,91.3,83.8,72.1,93.6,84.87,3.8,Fast Learner,Fast Learner
S0904,6,52.3,51.1,60.1,53.3,67.7,66.5,58.5,-1.2,Average Learner,Average Learner
S0905,1,84.2,97.9,72.2,78.9,93.5,83.9,85.1,13.7,Fast Learner,Fast Learner
S0905,2,96.1,91.6,80.3,85.1,86.1,72.5,85.28,-4.5,Fast Learner,Fast Learner
S0905,3,90.8,79.5,96.1,76.9,75.3,74.2,82.13,-11.3,Fast Learner,Fast Learner
S0905,4,77.8,78.3,89.9,85.7,76,97.2,84.15,0.5,Fast Learner,Fast Learner
S0905,5,66.9,56.9,70.9,53.1,63.7,48,59.92,-10,Average Learner,Average Learner
S0905,6,54.6,53.5,64,60.7,54.1,69.1,59.33,-1.1,Average Learner,Average Learner
S0906,1,40.7,22,31.7,22.9,31.6,35.1,30.67,-18.7,Slow Learner,Slow Learner
S0906,2,39.7,37,32.4,31.7,35.2,33.9,34.98,-2.7,Slow Learner,Slow Learner
S0906,3,60.3,53.8,62.8,50.5,67.9,65,60.05,-6.5,Average Learner,Average Learner
S0906,4,66.7,67.2,61.8,58.8,58.5,58.8,61.97,0.5,Average Learner,Average Learner
S0906,5,65.9,71.7,64.7,60.9,59.3,68.3,65.13,5.8,Average Learner,Average Learner
S0906,6,51,37.7,38.3,42.6,38.8,43.5,41.98,-13.3,Slow Learner,Slow Learner
S0907,1,37.2,34.1,32.1,33,48.9,42.4,37.95,-3.1,Slow Learner,Slow Learner
S0907,2,33.8,36.6,33.6,26.5,34.7,24,31.53,2.8,Slow Learner,Slow Learner
S0907,3,38.6,33.3,33.6,46.1,42.2,41.5,39.22,-5.3,Slow Learner,Slow Learner
S0907,4,25.8,24.4,25.4,29.6,19.1,40.5,27.47,-1.4,Slow Learner,Slow Learner
S0907,5,23.4,41.4,19.7,36.2,34.5,44.1,33.22,18,Slow Learner,Average Learner
S0907,6,68.5,53.7,65.2,49.6,61.3,66.9,60.87,-14.8,Average Learner,Average Learner
S0908,1,90.4,73.2,80.8,72.1,92.2,82.5,81.87,-17.2,Fast Learner,Fast Learner
S0908,2,85.9,71.3,78.5,74.2,96.1,79.3,80.88,-14.6,Fast Learner,Fast Learner
S0908,3,82.3,75.7,82.1,69.9,86.6,94.5,81.85,-6.6,Fast Learner,Fast Learner
S0908,4,62.9,71.7,58.9,69.3,67.6,70.4,66.8,8.8,Average Learner,Fast Learner
S0908,5,31.6,35.1,40,24.3,39,42.1,35.35,3.5,Slow Learner,Slow Learner
S0908,6,29.6,22,45.3,39.2,37.1,41.8,35.83,-7.6,Slow Learner,Slow Learner
S0909,1,65.9,49.4,68.1,56.1,58.2,48.3,57.67,-16.5,Average Learner,Average Learner
S0909,2,59.4,70.4,56.9,59.3,57.8,67.3,61.85,11,Average Learner,Fast Learner
S0909,3,58.7,55.8,63.9,61.2,65.3,57.1,60.33,-2.9,Average Learner,Average Learner
S0909,4,57.2,59.7,69.4,68.6,64,62.7,63.6,2.5,Average Learner,Average Learner
S0909,5,59.7,50.9,64.6,58.1,61.2,68.4,60.48,-8.8,Average Learner,Average Learner
S0909,6,69.9,70.4,54.3,61.3,51.4,51.3,59.77,0.5,Average Learner,Average Learner
S0910,1,56,52.2,51.3,72,56.3,67.3,59.18,-3.8,Average Learner,Average Learner
S0910,2,62.8,68.7,62.4,49.6,52.3,69.9,60.95,5.9,Average Learner,Average Learner
S0910,3,66.2,63.9,59.4,58.8,54.3,61.7,60.72,-2.3,Average Learner,Average Learner
S0910,4,92.4,83.7,83.8,81.1,88.4,89.9,86.55,-8.7,Fast Learner,Fast Learner
S0910,5,86.7,96.2,79.5,69.4,89.6,89.6,85.17,9.5,Fast Learner,Fast Learner
S0910,6,66.6,60.8,63.7,62.5,62.7,67.4,63.95,-5.8,Average Learner,Average Learner
S0911,1,69.9,56.6,48.1,52.8,71.3,55.4,59.02,-13.3,Average Learner,Average Learner
S0911,2,63.2,62.1,56,57.7,68.5,63.3,61.8,-1.1,Average Learner,Average Learner
S0911,3,46.1,27.2,30.5,23.1,29.2,34.8,31.82,-18.9,Slow Learner,Slow Learner
S0911,4,33.1,24.9,22.9,38.6,22.5,45.1,31.18,-8.2,Slow Learner,Slow Learner
S0911,5,37.6,23.1,30.1,47.4,46.4,28.6,35.53,-14.5,Slow Learner,Slow Learner
S0911,6,41.7,33.6,48.5,41.7,36.1,31.8,38.9,-8.1,Slow Learner,Slow Learner
S0912,1,22.5,30.9,35.3,43.2,21,24.2,29.52,8.4,Slow Learner,Average Learner
S0912,2,23.1,49.3,35.2,31.4,52.6,42.2,38.97,26.2,Slow Learner,Average Learner
S0912,3,46.5,30.4,24.1,26.5,35.7,42.6,34.3,-16.1,Slow Learner,Slow Learner
S0912,4,50.5,66.4,62,68.2,60.1,61.4,61.43,15.9,Average Learner,Fast Learner
S0912,5,51.5,70.5,62.8,55,50.2,51.7,56.95,19,Average Learner,Fast Learner
S0912,6,49.7,66.8,67.9,54.4,65.8,57.7,60.38,17.1,Average Learner,Fast Learner
S0913,1,43.5,30.9,20.8,20.3,29.7,25,28.37,-12.6,Slow Learner,Slow Learner
S0913,2,46.4,29.1,36.5,50.6,40.2,37.6,40.07,-17.3,Slow Learner,Slow Learner
S0913,3,53,31.8,40.9,29.6,49.5,26,38.47,-21.2,Slow Learner,Slow Learner
S0913,4,27.1,46.5,49.9,49.3,44.7,51,44.75,19.4,Slow Learner,Average Learner
S0913,5,55.7,49.6,54,66.2,70.2,61.1,59.47,-6.1,Average Learner,Average Learner
S0913,6,37.6,36.2,38.6,43.5,48.8,46,41.78,-1.4,Slow Learner,Slow Learner
S0914,1,25.3,47.2,51.5,20.5,22.9,36,33.9,21.9,Slow Learner,Average Learner
S0914,2,44.9,43,19.9,35.5,30.2,52.7,37.7,-1.9,Slow Learner,Slow Learner
S0914,3,46.2,27.6,24.2,26.4,41,46,35.23,-18.6,Slow Learner,Slow Learner
S0914,4,65.4,62.8,50.6,53.1,52.3,61.5,57.62,-2.6,Average Learner,Average Learner
S0914,5,52.1,53.4,66.4,52.4,64.2,67.9,59.4,1.3,Average Learner,Average Learner
S0914,6,29.6,44.6,29.6,36.3,51.8,47.2,39.85,15,Slow Learner,Average Learner
S0915,1,89.4,75.9,85.1,73.7,88.3,72.9,80.88,-13.5,Fast Learner,Fast Learner
S0915,2,83.2,71.2,85.4,89.9,87.4,82,83.18,-12,Fast Learner,Fast Learner
S0915,3,100,79.3,80.6,75.9,93.8,82.5,85.35,-20.7,Fast Learner,Fast Learner
S0915,4,93.4,91,76.9,72.5,98.4,89.9,87.02,-2.4,Fast Learner,Fast Learner
S0915,5,94.8,93.6,97.3,72.4,86.3,89.5,88.98,-1.2,Fast Learner,Fast Learner
S0915,6,86.7,80,83.9,85.5,80.7,95.7,85.42,-6.7,Fast Learner,Fast Learner
S0916,1,51.5,57.4,61.8,69.8,68.2,60,61.45,5.9,Average Learner,Average Learner
S0916,2,57.2,51,64.1,66.2,61.5,53.2,58.87,-6.2,Average Learner,Average Learner
S0916,3,64.9,60.5,65.8,55,49.8,54.7,58.45,-4.4,Average Learner,Average Learner
S0916,4,62.4,59.5,55.9,64.6,48.6,57.4,58.07,-2.9,Average Learner,Average Learner
